CATEGORIA;ENDPOINT;FUNCAO_JAVA;CONTROLADOR_ORIGEM;DESCRICAO_SUGERIDA
Sistema;/psec/agenda/servicos/disponibilidade-tipo-agendamento-duracao/{id};disponibilidadeTipoAgendamentoDuracao;AgendaController;Realiza a ação 'disponibilidadeTipoAgendamentoDuracao' no módulo de sistema.
Sistema;/psec/agenda/servicos/disponibilidadeV2;criarDisponibilidadeV2;AgendaController;Realiza a ação 'criarDisponibilidadeV2' no módulo de sistema.
Sistema;/psec/agenda/servicos/disponibilidades;disponibilidades;AgendaController;Realiza a ação 'disponibilidades' no módulo de sistema.
Sistema;/psec/agenda/servicos/professores-disponiveis;disponibilidadesTipoEventoProfessores;AgendaController;Realiza a ação 'disponibilidadesTipoEventoProfessores' no módulo de sistema.
Sistema;/psec/agenda/servicos/tipo-agendamento-duracao/{id};tipoAgendamentoDuracao;AgendaController;Realiza a ação 'tipoAgendamentoDuracao' no módulo de sistema.
Sistema;/psec/agenda/servicos/tipo-disponiveis;disponibilidadesTipoEvento;AgendaController;Realiza a ação 'disponibilidadesTipoEvento' no módulo de sistema.
Sistema;/psec/agenda/servicos/validar;validarAgendamento;AgendaController;Realiza a ação 'validarAgendamento' no módulo de sistema.
Sistema;/psec/agenda/servicos/validar/{id};validarAgendamento;AgendaController;Realiza a ação 'validarAgendamento' no módulo de sistema.
Sistema;/psec/agenda/servicos/validarV2;validarAgendamentoV2;AgendaController;Realiza a ação 'validarAgendamentoV2' no módulo de sistema.
Sistema;/psec/agenda/servicos/{id};removerAgendamento;AgendaController;Realiza a ação 'removerAgendamento' no módulo de sistema.
Sistema;/psec/agenda/servicos/{id};alterarAgendamento;AgendaController;Realiza a ação 'alterarAgendamento' no módulo de sistema.
Sistema;/psec/agenda/turmas-zw/aluno/{matricula-aluno};obterTurmasAlunoPorDia;AgendaController;Realiza a ação 'obterTurmasAlunoPorDia' no módulo de sistema.
Sistema;/psec/agenda/turmas/all;obterTodasTurmas;AgendaController;Realiza a ação 'obterTodasTurmas' no módulo de sistema.
Sistema;/psec/agenda/turmas/{horario-turma-id};removerAula;AgendaController;Realiza a ação 'removerAula' no módulo de sistema.
Sistema;/psec/agenda/turmas/{horario-turma-id}/aula-detalhada;aulaDetalhada;AgendaController;Realiza a ação 'aulaDetalhada' no módulo de sistema.
Sistema;/psec/agenda/turmas/{horario-turma-id}/confirmar-presenca;confirmarPresenca;AgendaController;Realiza a ação 'confirmarPresenca' no módulo de sistema.
Sistema;/psec/agenda/turmas/{horario-turma-id}/confirmar-todas-presencas;confirmarTodasPresencas;AgendaController;Realiza a ação 'confirmarTodasPresencas' no módulo de sistema.
Sistema;/psec/agenda/turmas/{horario-turma-id}/desafixar-aluno;desafixarAlunoAula;AgendaController;Realiza a ação 'desafixarAlunoAula' no módulo de sistema.
Sistema;/psec/agenda/turmas/{horario-turma-id}/desconfirmar-presenca;desconfirmarPresenca;AgendaController;Realiza a ação 'desconfirmarPresenca' no módulo de sistema.
Sistema;/psec/agenda/turmas/{horario-turma-id}/desmarcar-aluno;removerAlunoAula;AgendaController;Realiza a ação 'removerAlunoAula' no módulo de sistema.
Sistema;/psec/agenda/turmas/{horario-turma-id}/fixar-aluno;fixarAlunoAula;AgendaController;Realiza a ação 'fixarAlunoAula' no módulo de sistema.
Sistema;/psec/agenda/turmas/{horario-turma-id}/marcar-aluno;adicionarAlunoAula;AgendaController;Realiza a ação 'adicionarAlunoAula' no módulo de sistema.
Sistema;/psec/agenda/turmas/{horario-turma-id}/substituir-professor;substituirProfessor;AgendaController;Realiza a ação 'substituirProfessor' no módulo de sistema.
Sistema;/psec/agenda/{codigoCliente}/desafixar-aluno-todas;desafixarTodosHorarios;AgendaController;Realiza a ação 'desafixarTodosHorarios' no módulo de sistema.
Sistema;/psec/ambientes;cadastroAmbiente;AmbienteController;Realiza a ação 'cadastroAmbiente' no módulo de sistema.
Sistema;/psec/ambientes;consultarAmbiente;AmbienteController;Realiza a ação 'consultarAmbiente' no módulo de sistema.
Sistema;/psec/ambientes/all;listarTodosAmbientes;AmbienteController;Realiza a ação 'listarTodosAmbientes' no módulo de sistema.
Sistema;/psec/ambientes/all/ativo;listarTodosAmbientesAtivos;AmbienteController;Realiza a ação 'listarTodosAmbientesAtivos' no módulo de sistema.
Sistema;/psec/ambientes/coletores/all;listarTodosColetoresAmbiente;AmbienteController;Realiza a ação 'listarTodosColetoresAmbiente' no módulo de sistema.
Sistema;/psec/ambientes/niveisTurma/all;listarTodosNiveisTurmaAmbiente;AmbienteController;Realiza a ação 'listarTodosNiveisTurmaAmbiente' no módulo de sistema.
Sistema;/psec/ambientes/tiposAmbiente/all;listarTodosTiposAmbientes;AmbienteController;Realiza a ação 'listarTodosTiposAmbientes' no módulo de sistema.
Sistema;/psec/ambientes/{id};alterarAmbiente;AmbienteController;Realiza a ação 'alterarAmbiente' no módulo de sistema.
Sistema;/psec/ambientes/{id};removerAmbiente;AmbienteController;Realiza a ação 'removerAmbiente' no módulo de sistema.
Sistema;/psec/anamneses;consultarAnamneses;AnamneseController;Realiza a ação 'consultarAnamneses' no módulo de sistema.
Sistema;/psec/anamneses;incluirAnamneses;AnamneseController;Realiza a ação 'incluirAnamneses' no módulo de sistema.
Sistema;/psec/anamneses/todas;obterTodas;AnamneseController;Realiza a ação 'obterTodas' no módulo de sistema.
Sistema;/psec/anamneses/todas-integradas;obterTodasIntegradas;AnamneseController;Realiza a ação 'obterTodasIntegradas' no módulo de sistema.
Sistema;/psec/anamneses/todas-integradas-ativas;obterTodasIntegradasAtivas;AnamneseController;Realiza a ação 'obterTodasIntegradasAtivas' no módulo de sistema.
Sistema;/psec/anamneses/{id};excluirAnamnese;AnamneseController;Realiza a ação 'excluirAnamnese' no módulo de sistema.
Sistema;/psec/anamneses/{id};consultarAnamnese;AnamneseController;Realiza a ação 'consultarAnamnese' no módulo de sistema.
Sistema;/psec/anamneses/{id};alterarAnamneses;AnamneseController;Realiza a ação 'alterarAnamneses' no módulo de sistema.
Sistema;/psec/aparelhos;consultarAparelhos;AparelhoController;Realiza a ação 'consultarAparelhos' no módulo de sistema.
Sistema;/psec/aparelhos;incluirAparelhos;AparelhoController;Realiza a ação 'incluirAparelhos' no módulo de sistema.
Sistema;/psec/aparelhos/all;listaTodosAparelhos;AparelhoController;Realiza a ação 'listaTodosAparelhos' no módulo de sistema.
Sistema;/psec/aparelhos/enviar-estoque-ia;enviarEstoqueEquipamentosIA;AparelhoController;Realiza a ação 'enviarEstoqueEquipamentosIA' no módulo de sistema.
Sistema;/psec/aparelhos/filtragem-ordenacao;consultarAparelhosComFiltroAvancado;AparelhoController;Realiza a ação 'consultarAparelhosComFiltroAvancado' no módulo de sistema.
Sistema;/psec/aparelhos/habilitados-reserva-equipamento;aparelhosHabilitadosReservaEquipamento;AparelhoController;Realiza a ação 'aparelhosHabilitadosReservaEquipamento' no módulo de sistema.
Sistema;/psec/aparelhos/importar-aparelhos-ia;importarAparelhosIA;AparelhoController;Realiza a ação 'importarAparelhosIA' no módulo de sistema.
Sistema;/psec/aparelhos/integracaoSelfloop/sensores;listarSensores;AparelhoController;Realiza a ação 'listarSensores' no módulo de sistema.
Sistema;/psec/aparelhos/mapa-equipamento/{id};consultarMapaEquipamentoPorAparelho;AparelhoController;Realiza a ação 'consultarMapaEquipamentoPorAparelho' no módulo de sistema.
Sistema;/psec/aparelhos/sincronizar-status-todos-aparelhos-com-ia/considerarAtivos/{considerarAtivos}/considerarInativos/{considerarInativos};sincronizarStatusTodasAtvsComIA;AparelhoController;Realiza a ação 'sincronizarStatusTodasAtvsComIA' no módulo de sistema.
Sistema;/psec/aparelhos/situacao/{id};atualizarSituacaoAparelho;AparelhoController;Realiza a ação 'atualizarSituacaoAparelho' no módulo de sistema.
Sistema;/psec/aparelhos/v2;listarAparelhosV2;AparelhoController;Realiza a ação 'listarAparelhosV2' no módulo de sistema.
Sistema;/psec/aparelhos/{id};consultarAparelho;AparelhoController;Realiza a ação 'consultarAparelho' no módulo de sistema.
Sistema;/psec/aparelhos/{id};excluirAparelho;AparelhoController;Realiza a ação 'excluirAparelho' no módulo de sistema.
Sistema;/psec/aparelhos/{id};alterarAparelhos;AparelhoController;Realiza a ação 'alterarAparelhos' no módulo de sistema.
Sistema;/psec/aparelhos/{id}/situacao;editarSituacaoAparelho;AparelhoController;Realiza a ação 'editarSituacaoAparelho' no módulo de sistema.
Sistema;/psec/atividades;cadastrarAtividade;AtividadeController;Realiza a ação 'cadastrarAtividade' no módulo de sistema.
Sistema;/psec/atividades;listarAtividades;AtividadeController;Realiza a ação 'listarAtividades' no módulo de sistema.
Sistema;/psec/atividades-crossfit;listarAtividadeCrossfit;AtividadeCrossfitController;Realiza a ação 'listarAtividadeCrossfit' no módulo de sistema.
Sistema;/psec/atividades-crossfit;criarAtividadeCrossfit;AtividadeCrossfitController;Realiza a ação 'criarAtividadeCrossfit' no módulo de sistema.
Sistema;/psec/atividades-crossfit/{id};atualizarAtividadeCrossfit;AtividadeCrossfitController;Realiza a ação 'atualizarAtividadeCrossfit' no módulo de sistema.
Sistema;/psec/atividades-crossfit/{id};consultarAtividadeCrossfit;AtividadeCrossfitController;Realiza a ação 'consultarAtividadeCrossfit' no módulo de sistema.
Sistema;/psec/atividades-crossfit/{id};inativarAtividadeCrossfit;AtividadeCrossfitController;Realiza a ação 'inativarAtividadeCrossfit' no módulo de sistema.
Sistema;/psec/atividades-ficha;criarAtividadeFicha;AtividadeFichaController;Realiza a ação 'criarAtividadeFicha' no módulo de sistema.
Sistema;/psec/atividades-ficha/add-atividade/{ficha}/{atividade};addAtividadeFicha;AtividadeFichaController;Realiza a ação 'addAtividadeFicha' no módulo de sistema.
Sistema;/psec/atividades-ficha/{id};atualizarAtividadeFicha;AtividadeFichaController;Realiza a ação 'atualizarAtividadeFicha' no módulo de sistema.
Sistema;/psec/atividades-ficha/{id};removerAtividadeFicha;AtividadeFichaController;Realiza a ação 'removerAtividadeFicha' no módulo de sistema.
Sistema;/psec/atividades/all;listarTodasAtividades;AtividadeController;Realiza a ação 'listarTodasAtividades' no módulo de sistema.
Sistema;/psec/atividades/atualizar-links/{ctxOrigem}/{codigoEmpresaZWOrigem}/{ctxDestino}/{codigoEmpresaZWDestino};atualizarLinksAtividades;AtividadeController;Realiza a ação 'atualizarLinksAtividades' no módulo de sistema.
Sistema;/psec/atividades/atualizar-prescricao-ia/{marcar};atualizarAtividade;AtividadeController;Realiza a ação 'atualizarAtividade' no módulo de sistema.
Sistema;/psec/atividades/config-empresa;configEmpresa;AtividadeController;Realiza a ação 'configEmpresa' no módulo de sistema.
Sistema;/psec/atividades/desativar-atividades-idia;desativarAtividadesComIdia;AtividadeController;Realiza a ação 'desativarAtividadesComIdia' no módulo de sistema.
Sistema;/psec/atividades/excluir-fotokey-aws-csv;excluirFotokeyAwsCsv;AtividadeController;Realiza a ação 'excluirFotokeyAwsCsv' no módulo de sistema.
Sistema;/psec/atividades/ia;listarAtividadesIA;AtividadeController;Realiza a ação 'listarAtividadesIA' no módulo de sistema.
Sistema;/psec/atividades/montarTreino;listarAtividadesMontarTreinoSemFicha;AtividadeController;Realiza a ação 'listarAtividadesMontarTreinoSemFicha' no módulo de sistema.
Sistema;/psec/atividades/montarTreino/{ficha};listarAtividadesMontarTreino;AtividadeController;Realiza a ação 'listarAtividadesMontarTreino' no módulo de sistema.
Sistema;/psec/atividades/prescricao;listarAtividadesPrescricao;AtividadeController;Realiza a ação 'listarAtividadesPrescricao' no módulo de sistema.
Sistema;/psec/atividades/reduzir-tamanho-gif;reduzirTamanhoGif;AtividadeController;Realiza a ação 'reduzirTamanhoGif' no módulo de sistema.
Sistema;/psec/atividades/remover-geradas-ia;removerAtividadesGeradasPorIA;AtividadeController;Realiza a ação 'removerAtividadesGeradasPorIA' no módulo de sistema.
Sistema;/psec/atividades/remover-geradas-ia/{forcarExclusaoTotal};removerAtividadesGeradasPorIAComModo;AtividadeController;Realiza a ação 'removerAtividadesGeradasPorIAComModo' no módulo de sistema.
Sistema;/psec/atividades/replicar-substituindo/{ctxOrigem}/{codigoEmpresaZWOrigem}/{ctxDestino}/{codigoEmpresaZWDestino};replicarAtividadesSubstituindo;AtividadeController;Realiza a ação 'replicarAtividadesSubstituindo' no módulo de sistema.
Sistema;/psec/atividades/replicar/imagens/{ctxMatriz}/{codigoEmpresaZWMatriz}/{ctxFilial}/{codigoEmpresaZWFilial}/{substituirImagens};replicarImagensAtividades;AtividadeController;Realiza a ação 'replicarImagensAtividades' no módulo de sistema.
Sistema;/psec/atividades/replicar/{ctxMatriz}/{codigoEmpresaZWMatriz}/{ctxFilial}/{codigoEmpresaZWFilial}/{status};replicarAtividade;AtividadeController;Realiza a ação 'replicarAtividade' no módulo de sistema.
Sistema;/psec/atividades/sincronizar-status-todas-atvs-com-ia/considerarAtivas/{considerarAtivas}/considerarInativas/{considerarInativas};sincronizarStatusTodasAtvsComIA;AtividadeController;Realiza a ação 'sincronizarStatusTodasAtvsComIA' no módulo de sistema.
Sistema;/psec/atividades/situacao/{id};atualizarStituacaoAtividade;AtividadeController;Realiza a ação 'atualizarStituacaoAtividade' no módulo de sistema.
Sistema;/psec/atividades/{ctx}/{empresaZW}/sincronizar-status-todas-atvs-com-ia/considerarAtivas/{considerarAtivas}/considerarInativas/{considerarInativas};sincronizarStatusTodasAtvsComIAPorCtxEEmpresaZw;AtividadeController;Realiza a ação 'sincronizarStatusTodasAtvsComIAPorCtxEEmpresaZw' no módulo de sistema.
Sistema;/psec/atividades/{id};atualizarAtividade;AtividadeController;Realiza a ação 'atualizarAtividade' no módulo de sistema.
Sistema;/psec/atividades/{id};removerAtividade;AtividadeController;Realiza a ação 'removerAtividade' no módulo de sistema.
Sistema;/psec/atividades/{id};buscarAtividade;AtividadeController;Realiza a ação 'buscarAtividade' no módulo de sistema.
Sistema;/psec/aula-excluida;consultarAulaExcluida;AulaExcluidaController;Realiza a ação 'consultarAulaExcluida' no módulo de sistema.
Sistema;/psec/aula-excluida/{id};removerAulaExcluida;AulaExcluidaController;Realiza a ação 'removerAulaExcluida' no módulo de sistema.
Sistema;/psec/aulas;listarAulas;AulasController;Realiza a ação 'listarAulas' no módulo de sistema.
Sistema;/psec/aulas;cadastroAula;AulasController;Realiza a ação 'cadastroAula' no módulo de sistema.
Sistema;/psec/aulas/clonar-aula/{id};clonarAula;AulasController;Realiza a ação 'clonarAula' no módulo de sistema.
Sistema;/psec/aulas/consultar-fila-espera-turma-crm/{codigoHorarioTurma};consultarFilaTurmaCrm;AulasController;Realiza a ação 'consultarFilaTurmaCrm' no módulo de sistema.
Sistema;/psec/aulas/consultar-fila-espera/{codigoHorarioTurma}/{dia};consultarFila;AulasController;Realiza a ação 'consultarFila' no módulo de sistema.
Sistema;/psec/aulas/gympass/listar-produtos;listarProdutosGympass;AulasController;Realiza a ação 'listarProdutosGympass' no módulo de sistema.
Sistema;/psec/aulas/gympass/log;logGympass;AulasController;Realiza a ação 'logGympass' no módulo de sistema.
Sistema;/psec/aulas/gympass/log/sinc;logGympassSinc;AulasController;Realiza a ação 'logGympassSinc' no módulo de sistema.
Sistema;/psec/aulas/horario-aula/validar/{codigoHorario};validarHorarioAula;AulasController;Realiza a ação 'validarHorarioAula' no módulo de sistema.
Sistema;/psec/aulas/horario/{id}/{dataAula};detalhesAulaHorario;AulasController;Realiza a ação 'detalhesAulaHorario' no módulo de sistema.
Sistema;/psec/aulas/inserirNaFila;inserirNaFila;AulasController;Realiza a ação 'inserirNaFila' no módulo de sistema.
Sistema;/psec/aulas/inserirNaFilaTurmaCrm;inserirNaFilaTurmaCrm;AulasController;Realiza a ação 'inserirNaFilaTurmaCrm' no módulo de sistema.
Sistema;/psec/aulas/log/gympass/{id};logGympassDetalhe;AulasController;Realiza a ação 'logGympassDetalhe' no módulo de sistema.
Sistema;/psec/aulas/obter-aula-coletiva/{id};detalhesAulaColetiva;AulasController;Realiza a ação 'detalhesAulaColetiva' no módulo de sistema.
Sistema;/psec/aulas/obter-horarios/{codigoAula};obterHorariosAulaColetiva;AulasController;Realiza a ação 'obterHorariosAulaColetiva' no módulo de sistema.
Sistema;/psec/aulas/ordenar-fila-espera;ordenarFilaEspera;AulasController;Realiza a ação 'ordenarFilaEspera' no módulo de sistema.
Sistema;/psec/aulas/ordenar-fila-espera-turma-crm;ordenarFilaEspera;AulasController;Realiza a ação 'ordenarFilaEspera' no módulo de sistema.
Sistema;/psec/aulas/remover-horario/{id};removerHorarioTurma;AulasController;Realiza a ação 'removerHorarioTurma' no módulo de sistema.
Sistema;/psec/aulas/removerDaFila;removerDaFila;AulasController;Realiza a ação 'removerDaFila' no módulo de sistema.
Sistema;/psec/aulas/removerDaFilaTurmaCrm;removerDaFila;AulasController;Realiza a ação 'removerDaFila' no módulo de sistema.
Sistema;/psec/aulas/removerDaFilaV2;removerDaFilaV2;AulasController;Realiza a ação 'removerDaFilaV2' no módulo de sistema.
Sistema;/psec/aulas/reset/gympass/{id};reset;AulasController;Realiza a ação 'reset' no módulo de sistema.
Sistema;/psec/aulas/save-or-update-horarios;saveOrUpdateHorarios;AulasController;Realiza a ação 'saveOrUpdateHorarios' no módulo de sistema.
Sistema;/psec/aulas/tv-aula;aulasParaTvAula;AulasController;Realiza a ação 'aulasParaTvAula' no módulo de sistema.
Sistema;/psec/aulas/tv-aula/{horarioAulaId};detalhesAulaParaTvAula;AulasController;Realiza a ação 'detalhesAulaParaTvAula' no módulo de sistema.
Sistema;/psec/aulas/v2/atualizar/{id};alterarAulaV2;AulasController;Realiza a ação 'alterarAulaV2' no módulo de sistema.
Sistema;/psec/aulas/v2/criar-aula;cadastroAulaV2;AulasController;Realiza a ação 'cadastroAulaV2' no módulo de sistema.
Sistema;/psec/aulas/{id};detalhesAula;AulasController;Realiza a ação 'detalhesAula' no módulo de sistema.
Sistema;/psec/aulas/{id};removerAula;AulasController;Realiza a ação 'removerAula' no módulo de sistema.
Sistema;/psec/aulas/{id};alterarAula;AulasController;Realiza a ação 'alterarAula' no módulo de sistema.
Sistema;/psec/aulas/{id}/replicar/{dataAula};replicarAulaTemporariamente;AulasController;Realiza a ação 'replicarAulaTemporariamente' no módulo de sistema.
Sistema;/psec/aulas/{id}/temporaria/{dataAula};alterarAulaTemporariamente;AulasController;Realiza a ação 'alterarAulaTemporariamente' no módulo de sistema.
Sistema;/psec/avaliacao-fisica-bi;motarBI;BIAvalicaoFisicaController;Realiza a ação 'motarBI' no módulo de sistema.
Sistema;/psec/avaliacao-fisica-bi/avaliacoes;motarListaAvaliacoesBI;BIAvalicaoFisicaController;Realiza a ação 'motarListaAvaliacoesBI' no módulo de sistema.
Sistema;/psec/avaliacao-fisica-bi/avaliacoes/exportar;exportarListaAvaliacoesBI;BIAvalicaoFisicaController;Realiza a ação 'exportarListaAvaliacoesBI' no módulo de sistema.
Sistema;/psec/avaliacao-integrada/aluno/{idAluno}/{idAvaliacao}/send-individual-av-integrada;sendIndividualAvIntegrada;AvaliacaoIntegradaController;Realiza a ação 'sendIndividualAvIntegrada' no módulo de sistema.
Sistema;/psec/avaliacao-integrada/aluno/{idAluno}/{idAvaliacoes}/send-grupo-av-integrada;sendGrupoAvIntegrada;AvaliacaoIntegradaController;Realiza a ação 'sendGrupoAvIntegrada' no módulo de sistema.
Sistema;/psec/avaliacao-integrada/aluno/{id};saveOrUpdate;AvaliacaoIntegradaController;Realiza a ação 'saveOrUpdate' no módulo de sistema.
Sistema;/psec/avaliacao-integrada/aluno/{id}/all-av-integradas;allByAluno;AvaliacaoIntegradaController;Realiza a ação 'allByAluno' no módulo de sistema.
Sistema;/psec/avaliacao-integrada/{codigos}/print-group-av-integrada;printGroupAvIntegrada;AvaliacaoIntegradaController;Realiza a ação 'printGroupAvIntegrada' no módulo de sistema.
Sistema;/psec/avaliacao-integrada/{id};findAvaliacaoIntegradaById;AvaliacaoIntegradaController;Realiza a ação 'findAvaliacaoIntegradaById' no módulo de sistema.
Sistema;/psec/avaliacao-integrada/{id};delete;AvaliacaoIntegradaController;Realiza a ação 'delete' no módulo de sistema.
Sistema;/psec/avaliacao-integrada/{id}/print-individual-av-integrada;printIndividualAvIntegrada;AvaliacaoIntegradaController;Realiza a ação 'printIndividualAvIntegrada' no módulo de sistema.
Sistema;/psec/avaliacao-objetivos;consultarAnamneses;ObjetivosPredefinidosController;Realiza a ação 'consultarAnamneses' no módulo de sistema.
Sistema;/psec/avaliacao-objetivos;incluirAnamneses;ObjetivosPredefinidosController;Realiza a ação 'incluirAnamneses' no módulo de sistema.
Sistema;/psec/avaliacao-objetivos/todos;obterTodasAnamneses;ObjetivosPredefinidosController;Realiza a ação 'obterTodasAnamneses' no módulo de sistema.
Sistema;/psec/avaliacao-objetivos/{id};consultarAnamnese;ObjetivosPredefinidosController;Realiza a ação 'consultarAnamnese' no módulo de sistema.
Sistema;/psec/avaliacao-objetivos/{id};alterarAnamneses;ObjetivosPredefinidosController;Realiza a ação 'alterarAnamneses' no módulo de sistema.
Sistema;/psec/avaliacao-objetivos/{id};excluir;ObjetivosPredefinidosController;Realiza a ação 'excluir' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/alunos;obterCatalogoAlunos;AvaliacaoFisicaController;Realiza a ação 'obterCatalogoAlunos' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/alunos/{id};salvarAvaliacaoFisica;AvaliacaoFisicaController;Realiza a ação 'salvarAvaliacaoFisica' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/alunos/{id}/avaliacao-recente;avaliacaoRecente;AvaliacaoFisicaController;Realiza a ação 'avaliacaoRecente' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/alunos/{id}/produto-vigente;produtoVigente;AvaliacaoFisicaController;Realiza a ação 'produtoVigente' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/alunos/{id}/todas;todas;AvaliacaoFisicaController;Realiza a ação 'todas' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/alunos/{id}/{idProduto};salvarAvaliacaoFisicaComProduto;AvaliacaoFisicaController;Realiza a ação 'salvarAvaliacaoFisicaComProduto' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/enviarComparativo;enviarComparativo;AvaliacaoFisicaController;Realiza a ação 'enviarComparativo' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/evolucao-fisica/{id};obterEvolucaoFisica;AvaliacaoFisicaController;Realiza a ação 'obterEvolucaoFisica' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/extrairAvaliacaoBioimpedancia;extrairAvaliacaoBioimpedancia;AvaliacaoFisicaController;Realiza a ação 'extrairAvaliacaoBioimpedancia' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/imprimirComparar;imprimirComparar;AvaliacaoFisicaController;Realiza a ação 'imprimirComparar' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/origem/{id}/{origem};excluirAnamneseOrigem;AvaliacaoFisicaController;Realiza a ação 'excluirAnamneseOrigem' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/parq-perguntas;obterPerguntasParQ;AvaliacaoFisicaController;Realiza a ação 'obterPerguntasParQ' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/processo/remover-avaliacao-postural-duplicada;removerAvaliacaoPosturalDuplicada;AvaliacaoFisicaController;Realiza a ação 'removerAvaliacaoPosturalDuplicada' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/v2/listarAlunosParQ/{codigoCliente};listarAlunosParQV2;AvaliacaoFisicaController;Realiza a ação 'listarAlunosParQV2' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/valores-rml/{alunoId};obterValoresRML;AvaliacaoFisicaController;Realiza a ação 'obterValoresRML' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/{ctx}/imprimirParQAssinaturaDigital;imprimirParQAssinaturaDigital;AvaliacaoFisicaController;Realiza a ação 'imprimirParQAssinaturaDigital' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/{id};obterAvaliacaoFisica;AvaliacaoFisicaController;Realiza a ação 'obterAvaliacaoFisica' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/{id};excluirAnamnese;AvaliacaoFisicaController;Realiza a ação 'excluirAnamnese' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/{id};alterarAvaliacaoFisica;AvaliacaoFisicaController;Realiza a ação 'alterarAvaliacaoFisica' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/{id}/enviar-por-email;enviar;AvaliacaoFisicaController;Realiza a ação 'enviar' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/{id}/enviar-por-wpp;enviarWpp;AvaliacaoFisicaController;Realiza a ação 'enviarWpp' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/{id}/imprimir;imprimir;AvaliacaoFisicaController;Realiza a ação 'imprimir' no módulo de sistema.
Sistema;/psec/avaliacoes-fisica/{id}/vo2;alterarVo2AvaliacaoFisica;AvaliacaoFisicaController;Realiza a ação 'alterarVo2AvaliacaoFisica' no módulo de sistema.
Sistema;/psec/benchmarks;listaBenchmark;BenchmarkController;Realiza a ação 'listaBenchmark' no módulo de sistema.
Sistema;/psec/benchmarks;cadastroBenchmark;BenchmarkController;Realiza a ação 'cadastroBenchmark' no módulo de sistema.
Sistema;/psec/benchmarks/all;listaTodosBenchmarks;BenchmarkController;Realiza a ação 'listaTodosBenchmarks' no módulo de sistema.
Sistema;/psec/benchmarks/{id};detalhesBenchmark;BenchmarkController;Realiza a ação 'detalhesBenchmark' no módulo de sistema.
Sistema;/psec/benchmarks/{id};alterarBenchmark;BenchmarkController;Realiza a ação 'alterarBenchmark' no módulo de sistema.
Sistema;/psec/benchmarks/{id};removerBenchmark;BenchmarkController;Realiza a ação 'removerBenchmark' no módulo de sistema.
Sistema;/psec/bi-agenda;bi;BiAgendaController;Realiza a ação 'bi' no módulo de sistema.
Sistema;/psec/bi-agenda/listagem-aulas;lista;BiAgendaController;Realiza a ação 'lista' no módulo de sistema.
Sistema;/psec/bi-agenda/listagem-bonificacao;listaBonus;BiAgendaController;Realiza a ação 'listaBonus' no módulo de sistema.
Sistema;/psec/bi-agenda/listagem-bonificacao-professor;listaBonusProfessor;BiAgendaController;Realiza a ação 'listaBonusProfessor' no módulo de sistema.
Sistema;/psec/bi-agenda/listagem-frequencia-alunos;listaFrequenciaAlunos;BiAgendaController;Realiza a ação 'listaFrequenciaAlunos' no módulo de sistema.
Sistema;/psec/bi-agenda/listagem-modalidades;listaModalidade;BiAgendaController;Realiza a ação 'listaModalidade' no módulo de sistema.
Sistema;/psec/bi-agenda/listagem-presenca;listaPresenca;BiAgendaController;Realiza a ação 'listaPresenca' no módulo de sistema.
Sistema;/psec/bi-agenda/listagem-professores;listaProfessores;BiAgendaController;Realiza a ação 'listaProfessores' no módulo de sistema.
Sistema;/psec/bi-app;bi;BiAppController;Realiza a ação 'bi' no módulo de sistema.
Sistema;/psec/bi-app/ativos;ativosTotal;BiAppController;Realiza a ação 'ativosTotal' no módulo de sistema.
Sistema;/psec/bi-app/inativos-app;inativosUsam;BiAppController;Realiza a ação 'inativosUsam' no módulo de sistema.
Sistema;/psec/bi-app/nao-usam-app;naoUsam;BiAppController;Realiza a ação 'naoUsam' no módulo de sistema.
Sistema;/psec/bi-app/reload;biReload;BiAppController;Realiza a ação 'biReload' no módulo de sistema.
Sistema;/psec/bi-app/usam-app;usam;BiAppController;Realiza a ação 'usam' no módulo de sistema.
Sistema;/psec/categoria-atividade;consultarCategoriaAtividades;CategoriaAtividadeController;Realiza a ação 'consultarCategoriaAtividades' no módulo de sistema.
Sistema;/psec/categoria-atividade;incluirCategoriaAtividade;CategoriaAtividadeController;Realiza a ação 'incluirCategoriaAtividade' no módulo de sistema.
