CATEGORIA;ENDPOINT;FUNCAO_JAVA;CONTROLADOR_ORIGEM;DESCRICAO_SUGERIDA
Cadastro / Alunos;/psec/alunos/{id}/{atestadoId};downloadArquivo;AlunoController;Realiza a ação 'downloadArquivo' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/alunos/{id}/{tipoMensagem}/mensagem;buscarClienteMensagem;AlunoController;Realiza a ação 'buscarClienteMensagem' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/alunos/{id}/{tipoMensagem}/mensagem-matricula;buscarClienteMensagemMatricula;AlunoController;Realiza a ação 'buscarClienteMensagemMatricula' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/alunos/{matricula}/obter-aluno-simples;obterAlunoSimples;AlunoController;Realiza a ação 'obterAlunoSimples' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/alunos/{matricula}/{tipoMensagem}/mensagem;salvarAviso;AlunoController;Realiza a ação 'salvarAviso' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/alunos/{matricula}/{tipoMensagem}/mensagem;deleteMensagem;AlunoController;Realiza a ação 'deleteMensagem' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/niveis-aluno;obterNiveisAluno;NivelAlunoController;Realiza a ação 'obterNiveisAluno' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/perfil/aluno/{matricula}/avaliacao;avaliacao;PerfilAlunoController;Realiza a ação 'avaliacao' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/perfil/aluno/{matricula}/dias-treinou-programa-atual;diasQueTreinouProgramaAtual;PerfilAlunoController;Realiza a ação 'diasQueTreinouProgramaAtual' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/perfil/aluno/{matricula}/ficha-dia;fichaDia;PerfilAlunoController;Realiza a ação 'fichaDia' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/perfil/aluno/{matricula}/fichas-relacionadas;fichasRelacionadas;PerfilAlunoController;Realiza a ação 'fichasRelacionadas' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/perfil/aluno/{matricula}/horarios-treinou-programa-atual;horariosQueTreinouProgramaAtual;PerfilAlunoController;Realiza a ação 'horariosQueTreinouProgramaAtual' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/perfil/aluno/{matricula}/programa-atual;programaAtual;PerfilAlunoController;Realiza a ação 'programaAtual' no módulo de cadastro / alunos.
Cadastro / Alunos;/psec/treino-alunos;obterCatalogoAlunos;CatalogoAlunosController;Realiza a ação 'obterCatalogoAlunos' no módulo de cadastro / alunos.
Sistema;//health;health;HealthJSONControle;Realiza a ação 'health' no módulo de sistema.
Sistema;//health/{chaves};health;HealthJSONControle;Realiza a ação 'health' no módulo de sistema.
Sistema;/EndpointControl/empresas;empresas;EndpointDocController;Realiza a ação 'empresas' no módulo de sistema.
Sistema;/EndpointControl/executarMigracao;executarMigracao;EndpointDocController;Realiza a ação 'executarMigracao' no módulo de sistema.
Sistema;/EndpointControl/obterURLs;obterURLs;EndpointDocController;Realiza a ação 'obterURLs' no módulo de sistema.
Sistema;/EndpointControl/show;mostrar;EndpointDocController;Realiza a ação 'mostrar' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/atualizarProfessorCarteiraProgramaVirgente;atualizarProfessorCarteiraProgramaVirgente;EndpointDocController;Realiza a ação 'atualizarProfessorCarteiraProgramaVirgente' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/audit;audit;EndpointDocController;Realiza a ação 'audit' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/expirarCreditos;expirarCreditos;EndpointDocController;Realiza a ação 'expirarCreditos' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/obterFichasPredefinidas;obterFichasPredefinidas;EndpointDocController;Realiza a ação 'obterFichasPredefinidas' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/obterMidiasRemotas;obterMidiasRemotas;EndpointDocController;Realiza a ação 'obterMidiasRemotas' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/obterNomeFotos;obterNomeFotos;EndpointDocController;Realiza a ação 'obterNomeFotos' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/povoar;povoar;EndpointDocController;Realiza a ação 'povoar' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/povoarAndamento;povoarAndamento;EndpointDocController;Realiza a ação 'povoarAndamento' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/pushLembrarCompromisso;pushLembrarCompromisso;EndpointDocController;Realiza a ação 'pushLembrarCompromisso' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/pushNovosAgendamentoOuAlterados;pushNovosAgendamentoOuAlterados;EndpointDocController;Realiza a ação 'pushNovosAgendamentoOuAlterados' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/pushProximosAgendados;pushProximosAgendados;EndpointDocController;Realiza a ação 'pushProximosAgendados' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/pushSolicitarAgendamentoRenovacao;pushSolicitarAgendamentoRenovacao;EndpointDocController;Realiza a ação 'pushSolicitarAgendamentoRenovacao' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/pushTaskAgendamento;pushTaskAgendamento;EndpointDocController;Realiza a ação 'pushTaskAgendamento' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/resetPwd;resetPwd;EndpointDocController;Realiza a ação 'resetPwd' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/simularAdmWS;simularAdmWS;EndpointDocController;Realiza a ação 'simularAdmWS' no módulo de sistema.
Sistema;/EndpointControl/{ctx}/soundex;soundex;EndpointDocController;Realiza a ação 'soundex' no módulo de sistema.
Sistema;/acompanhamento/{ctx}/avaliar;avaliarAcompanhamento;AcompanhamentoJSONControle;Realiza a ação 'avaliarAcompanhamento' no módulo de sistema.
Sistema;/acompanhamento/{ctx}/cliente/id;buscarAcompanhamentoPorClienteEDia;AcompanhamentoJSONControle;Realiza a ação 'buscarAcompanhamentoPorClienteEDia' no módulo de sistema.
Sistema;/acompanhamento/{ctx}/get;acompanhamento;AcompanhamentoJSONControle;Realiza a ação 'acompanhamento' no módulo de sistema.
Sistema;/acompanhamento/{ctx}/get2;acompanhamento2;AcompanhamentoJSONControle;Realiza a ação 'acompanhamento2' no módulo de sistema.
Sistema;/agendamento/{ctx}/agendados;agendados;AgendamentoJSONControle;Realiza a ação 'agendados' no módulo de sistema.
Sistema;/agendamento/{ctx}/agendadosAppAluno;agendadosAppAluno;AgendamentoJSONControle;Realiza a ação 'agendadosAppAluno' no módulo de sistema.
Sistema;/agendamento/{ctx}/agendamentoAvaliacao/{dia}/{confirmado}/{umaVezAno};buscarAgendamentoAvaliacao;AgendamentoJSONControle;Realiza a ação 'buscarAgendamentoAvaliacao' no módulo de sistema.
Sistema;/agendamento/{ctx}/cancelar;cancelar;AgendamentoJSONControle;Realiza a ação 'cancelar' no módulo de sistema.
Sistema;/agendamento/{ctx}/confirma;confirmar;AgendamentoJSONControle;Realiza a ação 'confirmar' no módulo de sistema.
Sistema;/agendamento/{ctx}/equipamento/{horario-turma-id}/{dia};deletarHorarioEquipamentoAluno;AgendamentoJSONControle;Realiza a ação 'deletarHorarioEquipamentoAluno' no módulo de sistema.
Sistema;/agendamento/{ctx}/equipamento/{horario-turma-id}/{dia};incluirHorarioEquipamentoAluno;AgendamentoJSONControle;Realiza a ação 'incluirHorarioEquipamentoAluno' no módulo de sistema.
Sistema;/agendamento/{ctx}/historico;historico;AgendamentoJSONControle;Realiza a ação 'historico' no módulo de sistema.
Sistema;/agendamento/{ctx}/submit;submit;AgendamentoJSONControle;Realiza a ação 'submit' no módulo de sistema.
Sistema;/agendamento/{ctx}/todos;todos;AgendamentoJSONControle;Realiza a ação 'todos' no módulo de sistema.
Sistema;/agendamento/{ctx}/validarAcessoProdutoCredito;validarAcessoProdutoCredito;AgendamentoJSONControle;Realiza a ação 'validarAcessoProdutoCredito' no módulo de sistema.
Sistema;/atividades/v2/{chave}/{codigoFicha};substituirExercicio;AtividadeJSONControle;Realiza a ação 'substituirExercicio' no módulo de sistema.
Sistema;/atividades/{ctx}/app/consultarTodasAtividades;consultarTodasAtividadesApp;AtividadeJSONControle;Realiza a ação 'consultarTodasAtividadesApp' no módulo de sistema.
Sistema;/atividades/{ctx}/app/reloadCache;refreshCache;AtividadeJSONControle;Realiza a ação 'refreshCache' no módulo de sistema.
Sistema;/atividades/{ctx}/importar-atividades-by-csv;importarAtividadesByCsv;AtividadeJSONControle;Realiza a ação 'importarAtividadesByCsv' no módulo de sistema.
Sistema;/atividades/{ctx}/importar-atividades-by-dto;importarAtividadesByCsvV2;AtividadeJSONControle;Realiza a ação 'importarAtividadesByCsvV2' no módulo de sistema.
Sistema;/atividades/{ctx}/importar-atividades-ficha-series-by-dto;importarAtividadeFichaSerieJson;AtividadeJSONControle;Realiza a ação 'importarAtividadeFichaSerieJson' no módulo de sistema.
Sistema;/atividades/{ctx}/inserir;inserir;AtividadeJSONControle;Realiza a ação 'inserir' no módulo de sistema.
Sistema;/atividades/{ctx}/metodosExecucao;metodosExecucao;AtividadeJSONControle;Realiza a ação 'metodosExecucao' no módulo de sistema.
Sistema;/atividades/{ctx}/sync;sync;AtividadeJSONControle;Realiza a ação 'sync' no módulo de sistema.
Sistema;/atividades/{ctx}/syncIA/{ctxIA};syncIA;AtividadeJSONControle;Realiza a ação 'syncIA' no módulo de sistema.
Sistema;/atividades/{ctx}/todas;todas;AtividadeJSONControle;Realiza a ação 'todas' no módulo de sistema.
Sistema;/atividades/{ctx}/todas-full-relacionamentos;todasFullRelacionamentos;AtividadeJSONControle;Realiza a ação 'todasFullRelacionamentos' no módulo de sistema.
Sistema;/atividades/{ctx}/{id};atualizaAtividadeFicha;AtividadeJSONControle;Realiza a ação 'atualizaAtividadeFicha' no módulo de sistema.
Sistema;/aula/{contexto}/alunosAulaNaoColetiva;consultarAlunosAulaNaoColetiva;AulaDiaJSONControle;Realiza a ação 'consultarAlunosAulaNaoColetiva' no módulo de sistema.
Sistema;/aula/{contexto}/confirmarAlunoAula;confirmarAlunoAula;AulaDiaJSONControle;Realiza a ação 'confirmarAlunoAula' no módulo de sistema.
Sistema;/aula/{contexto}/confirmarAlunoAulaColetiva;confirmarAlunoAulaColetiva;AulaDiaJSONControle;Realiza a ação 'confirmarAlunoAulaColetiva' no módulo de sistema.
Sistema;/aula/{contexto}/consultarAlunosDeUmaAula;consultarAlunosDeUmaAula;AulaDiaJSONControle;Realiza a ação 'consultarAlunosDeUmaAula' no módulo de sistema.
Sistema;/aula/{contexto}/consultarAulasTurmaProfessorDia;consultarAulasTurmaProfessorDia;AulaDiaJSONControle;Realiza a ação 'consultarAulasTurmaProfessorDia' no módulo de sistema.
Sistema;/aula/{ctx}/alunosAula;alunosAula;AulaDiaJSONControle;Realiza a ação 'alunosAula' no módulo de sistema.
Sistema;/aula/{ctx}/aulasDesmarcadas;aulasDesmarcadas;AulaDiaJSONControle;Realiza a ação 'aulasDesmarcadas' no módulo de sistema.
Sistema;/aula/{ctx}/confirmarAlunoEmAula;confirmarAlunoEmAula;AulaDiaJSONControle;Realiza a ação 'confirmarAlunoEmAula' no módulo de sistema.
Sistema;/aula/{ctx}/consultarAlunosDeUmaTurma;consultarAlunosDeUmaAula;AulaDiaJSONControle;Realiza a ação 'consultarAlunosDeUmaAula' no módulo de sistema.
Sistema;/aula/{ctx}/consultarAulas;consultarAulas;AulaDiaJSONControle;Realiza a ação 'consultarAulas' no módulo de sistema.
Sistema;/aula/{ctx}/consultarAulasDoAluno;consultarAulasDoAluno;AulaDiaJSONControle;Realiza a ação 'consultarAulasDoAluno' no módulo de sistema.
Sistema;/aula/{ctx}/consultarAulasDoAlunoAPartirDe;consultarAulasDoAlunoAPartirDe;AulaDiaJSONControle;Realiza a ação 'consultarAulasDoAlunoAPartirDe' no módulo de sistema.
Sistema;/aula/{ctx}/consultarAulasDoProfessor;consultarAulas;AulaDiaJSONControle;Realiza a ação 'consultarAulas' no módulo de sistema.
Sistema;/aula/{ctx}/consultarAulasProfessorDia;consultarAulasProfessorDia;AulaDiaJSONControle;Realiza a ação 'consultarAulasProfessorDia' no módulo de sistema.
Sistema;/aula/{ctx}/consultarCodAcessoAluno;consultarCodAcessoAluno;AulaDiaJSONControle;Realiza a ação 'consultarCodAcessoAluno' no módulo de sistema.
Sistema;/aula/{ctx}/consultarFila;consultarFila;AulaDiaJSONControle;Realiza a ação 'consultarFila' no módulo de sistema.
Sistema;/aula/{ctx}/consultarMatriculas;consultarMatriculas;AulaDiaJSONControle;Realiza a ação 'consultarMatriculas' no módulo de sistema.
Sistema;/aula/{ctx}/consultarPontosAluno;consultarPontosAluno;AulaDiaJSONControle;Realiza a ação 'consultarPontosAluno' no módulo de sistema.
Sistema;/aula/{ctx}/desmarcarAlunoAula;desmarcarAlunoAula;AulaDiaJSONControle;Realiza a ação 'desmarcarAlunoAula' no módulo de sistema.
Sistema;/aula/{ctx}/desmarcarAula;desmarcarAula;AulaDiaJSONControle;Realiza a ação 'desmarcarAula' no módulo de sistema.
Sistema;/aula/{ctx}/enviarRelatorio;enviarRelatorio;AulaDiaJSONControle;Realiza a ação 'enviarRelatorio' no módulo de sistema.
Sistema;/aula/{ctx}/inserirNaFila;inserirNaFila;AulaDiaJSONControle;Realiza a ação 'inserirNaFila' no módulo de sistema.
Sistema;/aula/{ctx}/marcarPresenca;marcarPresenca;AulaDiaJSONControle;Realiza a ação 'marcarPresenca' no módulo de sistema.
Sistema;/aula/{ctx}/marcarPresencaOrigem;marcarPresenca;AulaDiaJSONControle;Realiza a ação 'marcarPresenca' no módulo de sistema.
Sistema;/aula/{ctx}/mensagemAoEntrarNaAula;mensagemAoEntrarNaAula;AulaDiaJSONControle;Realiza a ação 'mensagemAoEntrarNaAula' no módulo de sistema.
Sistema;/aula/{ctx}/relatorio;relatorio;AulaDiaJSONControle;Realiza a ação 'relatorio' no módulo de sistema.
Sistema;/aula/{ctx}/removerDaFila;renoverDaFila;AulaDiaJSONControle;Realiza a ação 'renoverDaFila' no módulo de sistema.
Sistema;/aula/{ctx}/reporAula;reporAula;AulaDiaJSONControle;Realiza a ação 'reporAula' no módulo de sistema.
Sistema;/aula/{ctx}/simularocupacao;simularocupacao;AulaDiaJSONControle;Realiza a ação 'simularocupacao' no módulo de sistema.
Sistema;/aula/{ctx}/uy3EsurzFyvFRXlyiKPQqmtTcd9znch4;alunosAulaCrypt;AulaDiaJSONControle;Realiza a ação 'alunosAulaCrypt' no módulo de sistema.
Sistema;/aula/{ctx}/v2/removerDaFila;removerDaFilaV2;AulaDiaJSONControle;Realiza a ação 'removerDaFilaV2' no módulo de sistema.
Sistema;/avaliacao/{ctx}/altura;altura;AvaliacaoJSONControle;Realiza a ação 'altura' no módulo de sistema.
Sistema;/avaliacao/{ctx}/avaliacaoAtual;avaliacaoAtual;AvaliacaoJSONControle;Realiza a ação 'avaliacaoAtual' no módulo de sistema.
Sistema;/avaliacao/{ctx}/avaliacaoDentroPeriodo;avaliacoesDentroPeriodo;AvaliacaoJSONControle;Realiza a ação 'avaliacoesDentroPeriodo' no módulo de sistema.
Sistema;/avaliacao/{ctx}/avaliacoes;avaliacoes;AvaliacaoJSONControle;Realiza a ação 'avaliacoes' no módulo de sistema.
Sistema;/avaliacao/{ctx}/avaliadoresFisicos;avaliadoresFisicos;AvaliacaoJSONControle;Realiza a ação 'avaliadoresFisicos' no módulo de sistema.
Sistema;/avaliacao/{ctx}/bioimpedancia;bioimpedancia;AvaliacaoJSONControle;Realiza a ação 'bioimpedancia' no módulo de sistema.
