ENDPOINT;METODO_JAVA;ASSINATURA_COMPLETA
/psec/configuracoes/avaliacao;br.com.pacto.controller.json.base.ConfiguracaoController.cfgAvaliacoes(br.com.pacto.controller.json.base.ConfiguracoesAvaliacaoDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgAvaliacoes(br.com.pacto.controller.json.base.ConfiguracoesAvaliacaoDTO)
/psec/configuracoes/avaliacao/log;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.logAvaliacao(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/configuracoes/crossfit;br.com.pacto.controller.json.base.ConfiguracaoController.cfgCrossfit(br.com.pacto.controller.json.base.ConfiguracoesCrossfitDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgCrossfit(br.com.pacto.controller.json.base.ConfiguracoesCrossfitDTO)
/psec/configuracoes/crossfit;br.com.pacto.controller.json.base.ConfiguracaoController.cfgCrossfit();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgCrossfit()
/psec/configuracoes/gerais;br.com.pacto.controller.json.base.ConfiguracaoController.cfgGerais();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgGerais()
/psec/configuracoes/gerais;br.com.pacto.controller.json.base.ConfiguracaoController.cfgGerais(br.com.pacto.controller.json.base.ConfiguracoesGeraisDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgGerais(br.com.pacto.controller.json.base.ConfiguracoesGeraisDTO)
/psec/configuracoes/gerais/log;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.atividadesCrossfit(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/configuracoes/gestao;br.com.pacto.controller.json.base.ConfiguracaoController.cfgGestao(br.com.pacto.controller.json.base.ConfiguracoesGestaoDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgGestao(br.com.pacto.controller.json.base.ConfiguracoesGestaoDTO)
/psec/configuracoes/gestao;br.com.pacto.controller.json.base.ConfiguracaoController.cfgGestao();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgGestao()
/psec/configuracoes/gestao/log;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.logGestao(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/configuracoes/ia;br.com.pacto.controller.json.base.ConfiguracaoController.cfgIa();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgIa()
/psec/configuracoes/ia;br.com.pacto.controller.json.base.ConfiguracaoController.cfgGerias(br.com.pacto.controller.json.base.ConfiguracoesIaDTO,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgGerias(br.com.pacto.controller.json.base.ConfiguracoesIaDTO,java.lang.Integer)
/psec/configuracoes/ia/log;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.logIa(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/configuracoes/integracoes;java.lang.Exception;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgIntegracoes(br.com.pacto.controller.json.base.ConfiguracaoIntegracoesDTO,java.lang.Integer) throws java.lang.Exception
/psec/configuracoes/integracoes;br.com.pacto.controller.json.base.ConfiguracaoController.cfgIntegracoes(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgIntegracoes(java.lang.Integer)
/psec/configuracoes/integracoes/log;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.integracoesLog(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/configuracoes/integracoeslista;java.lang.Exception;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgIntegracoesLista(java.util.List<br.com.pacto.controller.json.gympass.ConfigGymPassDTO>,java.lang.Integer) throws java.lang.Exception
/psec/configuracoes/integracoeslista;br.com.pacto.controller.json.base.ConfiguracaoController.cfgIntegracoesLista(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgIntegracoesLista(java.lang.Integer)
/psec/configuracoes/integracoeslistaGoGood;java.lang.Exception;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgIntegracoesListaGoGood(java.util.List<br.com.pacto.controller.json.gogood.ConfigGoGoodDTO>,java.lang.Integer) throws java.lang.Exception
/psec/configuracoes/integracoeslistamgb;java.lang.Exception;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgIntegracoesListaMGB(java.util.List<br.com.pacto.controller.json.mgb.ConfigMgb>,java.lang.Integer) throws java.lang.Exception
/psec/configuracoes/integracoeslistamgb;br.com.pacto.controller.json.base.ConfiguracaoController.cfgIntegracoesListaMGB(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgIntegracoesListaMGB(java.lang.Integer)
/psec/configuracoes/log;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.logs(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/configuracoes/manutencao;br.com.pacto.controller.json.base.ConfiguracaoController.cfgManutencao();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgManutencao()
/psec/configuracoes/manutencao;br.com.pacto.controller.json.base.ConfiguracaoController.cfgGeriasManutencao(br.com.pacto.controller.json.base.ConfiguracoesManutencaoDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgGeriasManutencao(br.com.pacto.controller.json.base.ConfiguracoesManutencaoDTO)
/psec/configuracoes/notificacao;br.com.pacto.controller.json.base.ConfiguracaoController.cfgNotificacao(br.com.pacto.controller.json.base.ConfiguracoesNotificacaoDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgNotificacao(br.com.pacto.controller.json.base.ConfiguracoesNotificacaoDTO)
/psec/configuracoes/notificacao;br.com.pacto.controller.json.base.ConfiguracaoController.cfgNotificacao();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgNotificacao()
/psec/configuracoes/obter-integracoes-gogood;br.com.pacto.controller.json.base.ConfiguracaoController.obterIntegracoesGoGood(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.obterIntegracoesGoGood(java.lang.Integer)
/psec/configuracoes/obter-integracoes-mqv;br.com.pacto.controller.json.base.ConfiguracaoController.obterIntegracoesMQV();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.obterIntegracoesMQV()
/psec/configuracoes/obter-integracoes-selfloops;br.com.pacto.controller.json.base.ConfiguracaoController.obterIntegracoesSelfloops();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.obterIntegracoesSelfloops()
/psec/configuracoes/obter-integracoes-totalpass;br.com.pacto.controller.json.base.ConfiguracaoController.obterIntegracoesTotalPass();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.obterIntegracoesTotalPass()
/psec/configuracoes/processos/corrigir-datas-matriculaalunohorarioturma;br.com.pacto.controller.json.base.ConfiguracaoController.corrigirDatasMatriculaalunohorarioturma(java.lang.Integer,java.lang.String,java.lang.String);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.corrigirDatasMatriculaalunohorarioturma(java.lang.Integer,java.lang.String,java.lang.String)
/psec/configuracoes/processos/excluirNaoExisteZw/{empresa};br.com.pacto.controller.json.base.ConfiguracaoController.pcrExcluirNaoExisteZw(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.pcrExcluirNaoExisteZw(java.lang.Integer)
/psec/configuracoes/processos/manutencao/aulasexperimentais;br.com.pacto.controller.json.base.ConfiguracaoController.pcrAtualizarNumeroAulasExperimentaisTodos(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.pcrAtualizarNumeroAulasExperimentaisTodos(java.lang.Integer)
/psec/configuracoes/processos/set-aluno-parq-false/{matricula};br.com.pacto.controller.json.base.ConfiguracaoController.setAlunoParqFalse(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.setAlunoParqFalse(java.lang.Integer)
/psec/configuracoes/processos/sincronizar-alunos-mgb/{empresa};br.com.pacto.controller.json.base.ConfiguracaoController.pcrSincronizarAlunosMgb(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.pcrSincronizarAlunosMgb(java.lang.Integer)
/psec/configuracoes/processos/sincronizarBooking/{empresa};br.com.pacto.controller.json.base.ConfiguracaoController.sincronizarBooking(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.sincronizarBooking(java.lang.Integer)
/psec/configuracoes/processos/sync-atividades-professorestw/{empresaZW};br.com.pacto.controller.json.base.ConfiguracaoController.sincronizarAtividadesProfessoresTW(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.sincronizarAtividadesProfessoresTW(java.lang.Integer)
/psec/configuracoes/processos/sync-professortw/{empresaZW};br.com.pacto.controller.json.base.ConfiguracaoController.sincronizarProfessorTW(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.sincronizarProfessorTW(java.lang.Integer)
/psec/configuracoes/salvar-integracoes-mqv;br.com.pacto.controller.json.base.ConfiguracaoController.salvarIntegracoesMQV(java.util.List<br.com.pacto.controller.json.mqv.MqvDTO>);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.salvarIntegracoesMQV(java.util.List<br.com.pacto.controller.json.mqv.MqvDTO>)
/psec/configuracoes/salvar-integracoes-selfloops;br.com.pacto.controller.json.base.ConfiguracaoController.salvarIntegracoesSelfloops(java.util.List<br.com.pacto.controller.json.selfloops.SelfloopsDTO>);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.salvarIntegracoesSelfloops(java.util.List<br.com.pacto.controller.json.selfloops.SelfloopsDTO>)
/psec/configuracoes/salvar-integracoes-totalpass;br.com.pacto.controller.json.base.ConfiguracaoController.salvarIntegracoesTotalPass(java.util.List<br.com.pacto.controller.json.totalpass.TotalPassDTO>);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.salvarIntegracoesTotalPass(java.util.List<br.com.pacto.controller.json.totalpass.TotalPassDTO>)
/psec/configuracoes/treino;br.com.pacto.controller.json.base.ConfiguracaoController.cfgTreino();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgTreino()
/psec/configuracoes/treino;br.com.pacto.controller.json.base.ConfiguracaoController.cfgGerias(br.com.pacto.controller.json.base.ConfiguracoesTreinoDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgGerias(br.com.pacto.controller.json.base.ConfiguracoesTreinoDTO)
/psec/configuracoes/treino/log;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.logTreino(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/configuracoes/usa-plano-compartilhado;br.com.pacto.controller.json.base.ConfiguracaoController.verificaPermiteDependente();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.verificaPermiteDependente()
/psec/crossfit-bi/alunos-agendamentos;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BICrossfitController.obterAlunosPorAgendamentosAula(java.lang.Integer,org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/crossfit-bi/alunos-frequentam-aula/professor;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BICrossfitController.obterAlunosFrequentamAulaProfessor(java.lang.Integer,org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/crossfit-bi/alunos-resultados;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BICrossfitController.obterAlunosPorResultados(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/crossfit-bi/dados;java.lang.Exception;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BICrossfitController.dados(java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer) throws java.lang.Exception
/psec/crossfit-bi/ranking;br.com.pacto.controller.json.gestao.BICrossfitController.rankingGeral(java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BICrossfitController.rankingGeral(java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/psec/disponibilidade-config;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.configDisponibilidade.ConfigDisponibilidadeController.consultarDisponibilidade(java.lang.Integer,org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
