ENDPOINT;METODO_JAVA;ASSINATURA_COMPLETA
/psec/avaliacoes-fisica/alunos/{id}/{idProduto};br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.salvarAvaliacaoFisicaComProduto(java.lang.Integer,br.com.pacto.bean.avaliacao.AvaliacaoFisicaDTOUpdate,java.lang.Integer);org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.salvarAvaliacaoFisicaComProduto(java.lang.Integer,br.com.pacto.bean.avaliacao.AvaliacaoFisicaDTOUpdate,java.lang.Integer)
/psec/avaliacoes-fisica/enviarComparativo;br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.enviarComparativo(java.util.List<java.lang.Integer>,boolean,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.enviarComparativo(java.util.List<java.lang.Integer>,boolean,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/psec/avaliacoes-fisica/evolucao-fisica/{id};br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.obterEvolucaoFisica(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.obterEvolucaoFisica(java.lang.Integer)
/psec/avaliacoes-fisica/extrairAvaliacaoBioimpedancia;br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.extrairAvaliacaoBioimpedancia(br.com.pacto.bean.avaliacao.ImportarAvaliacaoBioimpedanciaDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.extrairAvaliacaoBioimpedancia(br.com.pacto.bean.avaliacao.ImportarAvaliacaoBioimpedanciaDTO)
/psec/avaliacoes-fisica/imprimirComparar;br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.imprimirComparar(java.util.List<java.lang.Integer>,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.imprimirComparar(java.util.List<java.lang.Integer>,javax.servlet.http.HttpServletRequest)
/psec/avaliacoes-fisica/origem/{id}/{origem};br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.excluirAnamneseOrigem(java.lang.Integer,java.lang.String);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.excluirAnamneseOrigem(java.lang.Integer,java.lang.String)
/psec/avaliacoes-fisica/parq-perguntas;java.lang.Exception;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.obterPerguntasParQ(java.lang.Integer) throws java.lang.Exception
/psec/avaliacoes-fisica/processo/remover-avaliacao-postural-duplicada;br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.removerAvaliacaoPosturalDuplicada(boolean,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.removerAvaliacaoPosturalDuplicada(boolean,java.lang.Integer)
/psec/avaliacoes-fisica/v2/listarAlunosParQ/{codigoCliente};br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.listarAlunosParQV2(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.listarAlunosParQV2(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/avaliacoes-fisica/valores-rml/{alunoId};br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.obterValoresRML(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.obterValoresRML(java.lang.Integer)
/psec/avaliacoes-fisica/{ctx}/imprimirParQAssinaturaDigital;br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.imprimirParQAssinaturaDigital(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.imprimirParQAssinaturaDigital(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
/psec/avaliacoes-fisica/{id};br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.excluirAnamnese(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.excluirAnamnese(java.lang.Integer)
/psec/avaliacoes-fisica/{id};br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.obterAvaliacaoFisica(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.obterAvaliacaoFisica(java.lang.Integer)
/psec/avaliacoes-fisica/{id};br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.alterarAvaliacaoFisica(java.lang.Integer,br.com.pacto.bean.avaliacao.AvaliacaoFisicaDTOUpdate);org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.alterarAvaliacaoFisica(java.lang.Integer,br.com.pacto.bean.avaliacao.AvaliacaoFisicaDTOUpdate)
/psec/avaliacoes-fisica/{id}/enviar-por-email;br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.enviar(java.lang.Integer,java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest,java.lang.String);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.enviar(java.lang.Integer,java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest,java.lang.String)
/psec/avaliacoes-fisica/{id}/enviar-por-wpp;br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.enviarWpp(java.lang.Integer,java.lang.String,javax.servlet.http.HttpServletRequest,java.lang.String);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.enviarWpp(java.lang.Integer,java.lang.String,javax.servlet.http.HttpServletRequest,java.lang.String)
/psec/avaliacoes-fisica/{id}/imprimir;br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.imprimir(java.lang.Integer,java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.imprimir(java.lang.Integer,java.lang.String,javax.servlet.http.HttpServletRequest)
/psec/avaliacoes-fisica/{id}/vo2;br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.alterarVo2AvaliacaoFisica(java.lang.Integer,br.com.pacto.bean.avaliacao.AvaliacaoVo2AstrandDTO);org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.avaliacao.AvaliacaoFisicaController.alterarVo2AvaliacaoFisica(java.lang.Integer,br.com.pacto.bean.avaliacao.AvaliacaoVo2AstrandDTO)
/psec/benchmarks;br.com.pacto.controller.json.benchmark.BenchmarkController.cadastroBenchmark(br.com.pacto.controller.json.benchmark.BenchmarkTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.benchmark.BenchmarkController.cadastroBenchmark(br.com.pacto.controller.json.benchmark.BenchmarkTO)
/psec/benchmarks;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.benchmark.BenchmarkController.listaBenchmark(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/benchmarks/all;br.com.pacto.controller.json.benchmark.BenchmarkController.listaTodosBenchmarks();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.benchmark.BenchmarkController.listaTodosBenchmarks()
/psec/benchmarks/{id};br.com.pacto.controller.json.benchmark.BenchmarkController.detalhesBenchmark(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.benchmark.BenchmarkController.detalhesBenchmark(java.lang.Integer)
/psec/benchmarks/{id};br.com.pacto.controller.json.benchmark.BenchmarkController.alterarBenchmark(java.lang.Integer,br.com.pacto.controller.json.benchmark.BenchmarkTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.benchmark.BenchmarkController.alterarBenchmark(java.lang.Integer,br.com.pacto.controller.json.benchmark.BenchmarkTO)
/psec/benchmarks/{id};br.com.pacto.controller.json.benchmark.BenchmarkController.removerBenchmark(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.benchmark.BenchmarkController.removerBenchmark(java.lang.Integer)
/psec/bi-agenda;br.com.pacto.controller.json.agendamento.BiAgendaController.bi(java.lang.Integer,org.json.JSONObject);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.agendamento.BiAgendaController.bi(java.lang.Integer,org.json.JSONObject)
/psec/bi-agenda/listagem-aulas;br.com.pacto.controller.json.agendamento.BiAgendaController.lista(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.agendamento.BiAgendaController.lista(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject)
/psec/bi-agenda/listagem-bonificacao;br.com.pacto.controller.json.agendamento.BiAgendaController.listaBonus(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.agendamento.BiAgendaController.listaBonus(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject)
/psec/bi-agenda/listagem-bonificacao-professor;br.com.pacto.controller.json.agendamento.BiAgendaController.listaBonusProfessor(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.agendamento.BiAgendaController.listaBonusProfessor(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject)
/psec/bi-agenda/listagem-frequencia-alunos;br.com.pacto.controller.json.agendamento.BiAgendaController.listaFrequenciaAlunos(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.agendamento.BiAgendaController.listaFrequenciaAlunos(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject)
/psec/bi-agenda/listagem-modalidades;br.com.pacto.controller.json.agendamento.BiAgendaController.listaModalidade(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.agendamento.BiAgendaController.listaModalidade(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject)
/psec/bi-agenda/listagem-presenca;br.com.pacto.controller.json.agendamento.BiAgendaController.listaPresenca(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.agendamento.BiAgendaController.listaPresenca(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject)
/psec/bi-agenda/listagem-professores;br.com.pacto.controller.json.agendamento.BiAgendaController.listaProfessores(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.agendamento.BiAgendaController.listaProfessores(java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,org.json.JSONObject)
/psec/bi-app;br.com.pacto.controller.json.biapp.BiAppController.bi(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.biapp.BiAppController.bi(java.lang.Integer)
/psec/bi-app/ativos;br.com.pacto.controller.json.biapp.BiAppController.ativosTotal(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.biapp.BiAppController.ativosTotal(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/bi-app/inativos-app;br.com.pacto.controller.json.biapp.BiAppController.inativosUsam(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.biapp.BiAppController.inativosUsam(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/bi-app/nao-usam-app;br.com.pacto.controller.json.biapp.BiAppController.naoUsam(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.biapp.BiAppController.naoUsam(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/bi-app/reload;br.com.pacto.controller.json.biapp.BiAppController.biReload(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.biapp.BiAppController.biReload(java.lang.Integer)
/psec/bi-app/usam-app;br.com.pacto.controller.json.biapp.BiAppController.usam(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.biapp.BiAppController.usam(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/categoria-atividade;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.atividade.CategoriaAtividadeController.consultarCategoriaAtividades(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/categoria-atividade;br.com.pacto.controller.json.atividade.CategoriaAtividadeController.incluirCategoriaAtividade(br.com.pacto.bean.atividade.CategoriaAtividadeTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.atividade.CategoriaAtividadeController.incluirCategoriaAtividade(br.com.pacto.bean.atividade.CategoriaAtividadeTO)
/psec/categoria-atividade/all;br.com.pacto.controller.json.atividade.CategoriaAtividadeController.consultarTodos();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.atividade.CategoriaAtividadeController.consultarTodos()
/psec/categoria-atividade/{id};br.com.pacto.controller.json.atividade.CategoriaAtividadeController.alterarCategoriaAtividade(java.lang.Integer,br.com.pacto.bean.atividade.CategoriaAtividadeTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.atividade.CategoriaAtividadeController.alterarCategoriaAtividade(java.lang.Integer,br.com.pacto.bean.atividade.CategoriaAtividadeTO)
/psec/categoria-atividade/{id};br.com.pacto.controller.json.atividade.CategoriaAtividadeController.excluirCategoriaAtividade(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.atividade.CategoriaAtividadeController.excluirCategoriaAtividade(java.lang.Integer)
/psec/categoria-atividade/{id};br.com.pacto.controller.json.atividade.CategoriaAtividadeController.consultarCategoriaAtividade(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.atividade.CategoriaAtividadeController.consultarCategoriaAtividade(java.lang.Integer)
/psec/categoria-ficha;br.com.pacto.controller.json.programa.CategoriaFichaController.editarCategoriaFichas(br.com.pacto.bean.ficha.CategoriaFichaResponseTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.programa.CategoriaFichaController.editarCategoriaFichas(br.com.pacto.bean.ficha.CategoriaFichaResponseTO,javax.servlet.http.HttpServletRequest)
/psec/categoria-ficha;br.com.pacto.controller.json.programa.CategoriaFichaController.cadastrarCategoriaFicha(br.com.pacto.bean.ficha.CategoriaFichaResponseTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.programa.CategoriaFichaController.cadastrarCategoriaFicha(br.com.pacto.bean.ficha.CategoriaFichaResponseTO,javax.servlet.http.HttpServletRequest)
/psec/categoria-ficha/categorias;br.com.pacto.controller.json.programa.CategoriaFichaController.listarCategoriaFichas(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.programa.CategoriaFichaController.listarCategoriaFichas(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO)
/psec/categoria-ficha/{id};br.com.pacto.controller.json.programa.CategoriaFichaController.excluirCategoriaFichas(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.programa.CategoriaFichaController.excluirCategoriaFichas(java.lang.Integer)
/psec/colaboradores;br.com.pacto.controller.json.colaborador.ColaboradorController.cadastroColaborador(br.com.pacto.bean.colaborador.ColaboradorTO,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.cadastroColaborador(br.com.pacto.bean.colaborador.ColaboradorTO,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/psec/colaboradores;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.listaColaborador(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO,java.lang.Integer,java.lang.String,javax.servlet.http.HttpServletRequest) throws org.json.JSONException
/psec/colaboradores/all;br.com.pacto.controller.json.colaborador.ColaboradorController.listarTodosColaborador(java.lang.Integer,java.lang.Boolean,java.lang.String,java.lang.Boolean,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.listarTodosColaborador(java.lang.Integer,java.lang.Boolean,java.lang.String,java.lang.Boolean,javax.servlet.http.HttpServletRequest)
/psec/colaboradores/all-simple;br.com.pacto.controller.json.colaborador.ColaboradorController.todosSimples(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO,java.lang.Integer,java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.todosSimples(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO,java.lang.Integer,java.lang.String,javax.servlet.http.HttpServletRequest)
/psec/colaboradores/bi-professores-vinculos;br.com.pacto.controller.json.colaborador.ColaboradorController.biProfessoresComVinculos(java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.biProfessoresComVinculos(java.lang.Integer,javax.servlet.http.HttpServletRequest)
/psec/colaboradores/edit-situacao/{id};br.com.pacto.controller.json.colaborador.ColaboradorController.editSituacaoColaborador(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.editSituacaoColaborador(java.lang.Integer)
/psec/colaboradores/is-null-usuario/all;br.com.pacto.controller.json.colaborador.ColaboradorController.colaboradorIsNullUsuario(javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.colaboradorIsNullUsuario(javax.servlet.http.HttpServletRequest)
/psec/colaboradores/professores-aulas/all;br.com.pacto.controller.json.colaborador.ColaboradorController.listarTodosColaboradorAptoAAula(java.lang.Integer,org.json.JSONObject,java.lang.Boolean,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.listarTodosColaboradorAptoAAula(java.lang.Integer,org.json.JSONObject,java.lang.Boolean,javax.servlet.http.HttpServletRequest)
/psec/colaboradores/professores-dados-basicos/{idProfessorMontou};org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.listaColaboradorDadosBasicos(java.lang.Integer,org.json.JSONObject,java.lang.Integer) throws org.json.JSONException
/psec/colaboradores/professores-vinculos;br.com.pacto.controller.json.colaborador.ColaboradorController.professoresComVinculos(java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.professoresComVinculos(java.lang.Integer,javax.servlet.http.HttpServletRequest)
/psec/colaboradores/usuario/{usuarioId}/colaborador;br.com.pacto.controller.json.colaborador.ColaboradorController.consultarColaboradoradorPorUsuario(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.consultarColaboradoradorPorUsuario(java.lang.Integer)
/psec/colaboradores/zw/all;br.com.pacto.controller.json.colaborador.ColaboradorController.listarTodosColaboradorZW(java.lang.Integer,java.lang.Boolean,java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.listarTodosColaboradorZW(java.lang.Integer,java.lang.Boolean,java.lang.String,javax.servlet.http.HttpServletRequest)
/psec/colaboradores/zw/todos-por-empresa;br.com.pacto.controller.json.colaborador.ColaboradorController.listarTodosColaboradoresPorEmpresa(java.lang.Integer,java.lang.String);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.listarTodosColaboradoresPorEmpresa(java.lang.Integer,java.lang.String)
/psec/colaboradores/{id};br.com.pacto.controller.json.colaborador.ColaboradorController.detalhesColaborador(java.lang.Integer,javax.servlet.http.HttpServletRequest,java.lang.Integer,boolean);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.detalhesColaborador(java.lang.Integer,javax.servlet.http.HttpServletRequest,java.lang.Integer,boolean)
/psec/colaboradores/{id};br.com.pacto.controller.json.colaborador.ColaboradorController.atualizarColaborador(java.lang.Integer,br.com.pacto.bean.colaborador.ColaboradorTO,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.colaborador.ColaboradorController.atualizarColaborador(java.lang.Integer,br.com.pacto.bean.colaborador.ColaboradorTO,java.lang.Integer)
/psec/configGympass;br.com.pacto.controller.json.gympass.ConfigGymPassController.todas(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gympass.ConfigGymPassController.todas(java.lang.Integer)
/psec/configGympass;br.com.pacto.controller.json.gympass.ConfigGymPassController.alterar(br.com.pacto.controller.json.gympass.ConfigGymPassDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gympass.ConfigGymPassController.alterar(br.com.pacto.controller.json.gympass.ConfigGymPassDTO)
/psec/configuracoes/aplicativos;br.com.pacto.controller.json.base.ConfiguracaoController.cfgGerias(br.com.pacto.controller.json.base.ConfiguracoesAplicativosDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgGerias(br.com.pacto.controller.json.base.ConfiguracoesAplicativosDTO)
/psec/configuracoes/aplicativos;br.com.pacto.controller.json.base.ConfiguracaoController.cfgAplicativos();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgAplicativos()
/psec/configuracoes/aplicativos/log;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.logApps(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/configuracoes/aulas;br.com.pacto.controller.json.base.ConfiguracaoController.cfgAulas(br.com.pacto.controller.json.base.ConfiguracoesAulasDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgAulas(br.com.pacto.controller.json.base.ConfiguracoesAulasDTO)
/psec/configuracoes/aulas;br.com.pacto.controller.json.base.ConfiguracaoController.cfgAulas();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgAulas()
/psec/configuracoes/aulas/log;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.logAulas(org.json.JSONObject,br.com.pacto.base.dto.PaginadorDTO) throws org.json.JSONException
/psec/configuracoes/avaliacao;br.com.pacto.controller.json.base.ConfiguracaoController.cfgAvaliacao();public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfiguracaoController.cfgAvaliacao()
